B2 F03 AG 7100 - S FL 03 Area C Ext Ext Insul,26
B2 F03 AG 9250 - S FL 03 Area C Ext Drywall H,43
B2 F03 AG 9265 - S FL 03 Area C Ext Ext Firet,32
B2 F03 AG 9270 - S FL 03 Area C Ext Firetape ,12
B2 F03 AG 9280 - S FL 03 Area C Ext Tape Wall,27
B2 F03 AH 5400 - S FL 03 Area D Ext Ext Frame,59
B2 F03 AH 5450 - S FL 03 Area D Ext Sheathing,40
B2 F03 AH 7100 - S FL 03 Area D Ext Ext Insul,32
B2 F03 AH 9201 - S FL 03 Area D Ext Int Frame,4
B2 F03 AH 9250 - S FL 03 Area D Ext Drywall H,57
B2 F03 AH 9265 - S FL 03 Area D Ext Ext Firet,40
B2 F03 AH 9270 - S FL 03 Area D Ext Firetape ,15
B2 F03 AH 9280 - S FL 03 Area D Ext Tape Wall,33
B2 F04 AC 5400 - S FL 04 Area C Int Ext Frame,24
B2 F04 AC 7200 - S FL 04 Area C Int Int Insul,103
B2 F04 AC 9200 - S FL 04 Area C Int Int Layou,28
B2 F04 AC 9201 - S FL 04 Area C Int Int Frame,240
B2 F04 AC 9202 - S FL 04 Area C Int Int Top T,80
B2 F04 AC 9203 - S FL 04 Area C Int Int Shaft,23
B2 F04 AC 9206 - S FL 04 Area C Int Int Backi,56
B2 F04 AC 9250 - S FL 04 Area C Int Drywall H,586
B2 F04 AC 9270 - S FL 04 Area C Int Firetape ,189
B2 F04 AC 9280 - S FL 04 Area C Int Tape Wall,309
B2 F04 AD 5400 - S FL 04 Area D Int Ext Frame,8
B2 F04 AD 7200 - S FL 04 Area D Int Int Insul,47
B2 F04 AD 9200 - S FL 04 Area D Int Int Layou,12
B2 F04 AD 9201 - S FL 04 Area D Int Int Frame,113
B2 F04 AD 9202 - S FL 04 Area D Int Int Top T,34
B2 F04 AD 9203 - S FL 04 Area D Int Int Shaft,5
B2 F04 AD 9206 - S FL 04 Area D Int Int Backi,24
B2 F04 AD 9250 - S FL 04 Area D Int Drywall H,314
B2 F04 AD 9270 - S FL 04 Area D Int Firetape ,52
B2 F04 AD 9280 - S FL 04 Area D Int Tape Wall,193
B2 F04 AG 5390 - S FL 04 Area C Ext Ext ,4
B2 F04 AG 5400 - S FL 04 Area C Ext Ext Frame,47
B2 F04 AG 5450 - S FL 04 Area C Ext Sheathing,32
B2 F04 AG 7100 - S FL 04 Area C Ext Ext Insul,26
B2 F04 AG 9250 - S FL 04 Area C Ext Drywall H,43
B2 F04 AG 9265 - S FL 04 Area C Ext Ext Firet,32
B2 F04 AG 9270 - S FL 04 Area C Ext Firetape ,12
B2 F04 AG 9280 - S FL 04 Area C Ext Tape Wall,27
B2 F04 AH 5390 - S FL 04 Area D Ext Ext ,5
B2 F04 AH 5400 - S FL 04 Area D Ext Ext Frame,123
B2 F04 AH 5450 - S FL 04 Area D Ext Sheathing,41
B2 F04 AH 7100 - S FL 04 Area D Ext Ext Insul,32
B2 F04 AH 9201 - S FL 04 Area D Ext Int Frame,3
B2 F04 AH 9250 - S FL 04 Area D Ext Drywall H,57
B2 F04 AH 9265 - S FL 04 Area D Ext Ext Firet,41
B2 F04 AH 9270 - S FL 04 Area D Ext Firetape ,15
B2 F04 AH 9280 - S FL 04 Area D Ext Tape Wall,33
B3 F05 Ext 5390 - Roof Ext Frame Layout,3
B3 F05 Ext 5400 - Roof Ext Frame Material,69
B3 F05 Ext 5450 - Roof Sheathing Material,23
B3 F05 Ext 7100 - Roof Ext Insulation Material,18
B3 F05 Ext 9250 - Roof Drywall Hang Material,36
B3 F05 Ext 9265 - Roof Ext Firetape ,23
B3 F05 Ext 9270 - Roof Firetape ,8
B3 F05 Ext 9280 - Roof Tape Walls ,19
B3 F05 Int 5400 - Roof Ext Frame Material,6
B3 F05 Int 7200 - Roof Int Insulation Material,9
B3 F05 Int 9200 - Roof Int Layout,2
B3 F05 Int 9201 - Roof Int Frame Material,8
B3 F05 Int 9202 - Roof Int Top Track Material,5
B3 F05 Int 9203 - Roof Int Shaft Wall Material,29
B3 F05 Int 9206 - Roof Int Backing ,4
B3 F05 Int 9250 - Roof Drywall Hang Material,67
B3 F05 Int 9270 - Roof Firetape ,12
B3 F05 Int 9280 - Roof Tape Walls ,26
B4 F01 AK 9215 - Bldg 4 FL 01 Ceilings Int Frame Ceili,242
B4 F01 AK 9255 - Bldg 4 FL 01 Ceilings Ceiling Hang La,20
